eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,69,2,105
1,62,7,80
2,62,7,80
3,62,7,95
4,62,7,80
5,62,7,80
6,69,2,95
7,62,7,80
8,62,7,80
9,64,9,95
10,66,11,80
11,67,0,80
12,69,2,105
13,62,7,80
14,62,7,80
15,62,7,95
16,62,7,80
17,62,7,80
18,67,0,95
19,69,2,80
20,69,2,80
21,67,0,95
22,64,9,80
23,62,7,80
24,69,2,105
25,62,7,80
26,62,7,80
27,62,7,95
28,62,7,80
29,62,7,80
30,72,5,95
31,74,7,80
32,74,7,80
33,76,9,95
34,74,7,80
35,74,7,80
36,74,7,105
37,73,6,80
38,69,2,80
39,69,2,95
40,50,7,75
41,50,7,75
42,38,7,80
43,50,7,75
44,50,7,75
45,38,7,80
46,50,7,75
47,50,7,75
48,38,7,80
49,50,7,75
50,50,7,75
51,38,7,80
52,50,7,75
53,50,7,75
54,38,7,80
55,50,7,75
56,50,7,75
57,38,7,80
58,50,7,75
59,50,7,75
60,38,7,80
61,50,7,75
62,50,7,75
63,38,7,80
64,50,7,75
65,50,7,75
66,38,7,80
67,50,7,75
68,50,7,75
69,38,7,80
70,50,7,75
71,50,7,75
72,38,7,80
73,50,7,75
74,50,7,75
75,38,7,80
76,50,7,75
77,50,7,75
78,38,7,80
79,50,7,75
80,50,7,75
81,38,7,80
82,50,7,75
83,50,7,75
84,38,7,80
85,50,7,75
86,50,7,75
87,38,7,80
88,50,7,75
89,50,7,75
90,38,7,80
91,50,7,75
92,50,7,75
93,38,7,80
94,50,7,75
95,50,7,75
96,38,7,80
97,50,7,75
98,50,7,75
99,38,7,80
100,50,7,75
101,50,7,75
102,38,7,80
103,50,7,75
104,50,7,75
105,38,7,80
106,50,7,75
107,50,7,75
108,38,7,80
109,50,7,75
110,50,7,75
111,38,7,80
112,50,7,75
113,50,7,75
114,38,7,80
115,50,7,75
116,50,7,75
117,38,7,80
118,50,7,75
119,50,7,75
120,38,7,80
121,50,7,75
122,50,7,75
123,38,7,80
124,50,7,75
125,50,7,75
126,38,7,80
127,50,7,75
128,50,7,75
129,38,7,80
130,50,7,75
131,50,7,75
132,38,7,80
133,50,7,75
134,50,7,75
135,38,7,80
136,50,7,75
137,50,7,75
138,38,7,80
139,50,7,75
140,50,7,75
141,38,7,80
142,50,7,75
143,50,7,75
144,38,7,80
145,50,7,75
146,50,7,75
147,38,7,80
148,50,7,75
149,50,7,75
150,38,7,80
151,50,7,75
152,50,7,75
153,38,7,80
154,50,7,75
155,50,7,75
156,38,7,80
157,50,7,75
158,50,7,75
159,38,7,80
160,50,7,75
161,50,7,75
162,38,7,80
163,50,7,75
164,50,7,75
165,38,7,80
166,50,7,75
167,50,7,75
168,38,7,80
169,50,7,75
170,50,7,75
171,38,7,80
172,50,7,75
173,50,7,75
174,38,7,80
175,50,7,75
176,50,7,75
177,38,7,80
178,50,7,75
179,50,7,75
180,38,7,80
181,50,7,75
182,50,7,75
183,38,7,80
184,50,7,75
185,50,7,75
186,38,7,80
187,50,7,75
188,50,7,75
189,38,7,80
190,50,7,75
191,50,7,75
