,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.25,0,0.0,1.0,0,-5,-3,7,5,0,0,0,0
1,67,33,7,1.0,1,1.0,2.0,0,0,0,0,1,5,3,1,1
2,59,28,11,0.25,1,3.0,1.0,0,-8,-5,4,3,-8,-5,-1,0
3,64,31,4,0.5,1,4.0,2.0,0,-3,-2,9,6,5,3,1,1
4,62,30,2,0.25,1,6.0,1.0,0,-5,-3,7,5,-2,-1,-1,0
5,60,29,0,1.0,2,7.0,3.0,0,-7,-4,5,4,-2,-1,-1,-1
6,60,29,0,0.5,2,10.0,2.0,0,-7,-4,5,4,0,0,0,-1
7,60,29,0,0.25,2,12.0,1.0,0,-7,-4,5,4,0,0,0,-1
8,69,34,9,1.0,3,13.0,2.0,0,2,1,2,2,9,5,1,0
9,67,33,7,0.25,3,15.0,1.0,0,0,0,0,1,-2,-1,-1,-1
10,66,32,6,0.5,3,16.0,2.0,0,-1,-1,11,7,-1,-1,-1,-2
11,67,33,7,0.25,3,18.0,1.0,0,0,0,0,1,1,1,1,-1
12,62,30,2,1.0,4,19.0,3.0,0,-5,-3,7,5,-5,-3,-1,-2
13,62,30,2,0.5,4,22.0,2.0,0,-5,-3,7,5,0,0,0,-2
14,62,30,2,0.25,4,24.0,1.0,0,-5,-3,7,5,0,0,0,-2
15,67,33,7,1.0,5,25.0,2.0,0,0,0,0,1,5,3,1,-1
16,71,35,11,0.25,5,27.0,1.0,0,4,2,4,3,4,2,1,0
17,69,34,9,0.5,5,28.0,2.0,0,2,1,2,2,-2,-1,-1,-1
18,67,33,7,0.25,5,30.0,0.5,0,0,0,0,1,-2,-1,-1,-2
19,66,32,6,0.125,5,30.5,0.5,0,-1,-1,11,7,-1,-1,-1,-3
20,64,31,4,1.0,6,31.0,3.0,0,-3,-2,9,6,-2,-1,-1,-4
21,64,31,4,0.5,6,34.0,2.0,0,-3,-2,9,6,0,0,0,-4
22,62,30,2,0.25,6,36.0,1.0,0,-5,-3,7,5,-2,-1,-1,-5
23,64,31,4,1.0,7,37.0,2.0,0,-3,-2,9,6,2,1,1,-4
24,67,33,7,0.25,7,39.0,1.0,0,0,0,0,1,3,2,1,-3
25,66,32,6,0.5,7,40.0,2.0,0,-1,-1,11,7,-1,-1,-1,-4
26,69,34,9,0.25,7,42.0,1.0,0,2,1,2,2,3,2,1,-3
27,67,33,7,1.0,8,43.0,3.0,0,0,0,0,1,-2,-1,-1,-4
28,67,33,7,0.5,8,46.0,2.0,0,0,0,0,1,0,0,0,-4
29,62,30,2,0.25,8,48.0,1.0,0,-5,-3,7,5,-5,-3,-1,-5
30,62,30,2,1.0,9,49.0,1.0,0,-5,-3,7,5,0,0,0,-5
31,67,33,7,0.25,9,50.0,1.0,0,0,0,0,1,5,3,1,-4
