,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.5,0,0.0,1.5,0,0,0,0,1,0,0,0,0
1,66,32,6,0.125,0,1.5,0.5,0,4,2,4,3,4,2,1,1
2,69,34,9,1.0,1,2.0,3.0,0,7,4,7,5,3,2,1,2
3,71,35,11,0.25,1,5.0,1.0,0,9,5,9,6,2,1,1,3
4,69,34,9,0.5,1,6.0,1.5,0,7,4,7,5,-2,-1,-1,2
5,67,33,7,0.125,1,7.5,0.5,0,5,3,5,4,-2,-1,-1,1
6,67,33,7,1.0,2,8.0,2.0,0,5,3,5,4,0,0,0,1
7,66,32,6,0.5,2,10.0,2.0,0,4,2,4,3,-1,-1,-1,0
8,62,30,2,0.5,2,12.0,1.0,0,0,0,0,1,-4,-2,-1,-1
9,66,32,6,0.25,2,13.0,1.0,0,4,2,4,3,4,2,1,0
10,69,34,9,1.0,3,14.0,2.0,0,7,4,7,5,3,2,1,1
11,71,35,11,0.5,3,16.0,1.0,0,9,5,9,6,2,1,1,2
12,69,34,9,0.25,3,17.0,1.0,0,7,4,7,5,-2,-1,-1,1
13,67,33,7,0.5,3,18.0,1.0,0,5,3,5,4,-2,-1,-1,0
14,66,32,6,0.25,3,19.0,1.0,0,4,2,4,3,-1,-1,-1,-1
15,64,31,4,1.0,4,20.0,4.0,0,2,1,2,2,-2,-1,-1,-2
16,64,31,4,0.5,4,24.0,1.0,0,2,1,2,2,0,0,0,-2
17,66,32,6,0.25,4,25.0,1.0,0,4,2,4,3,2,1,1,-1
18,67,33,7,1.0,5,26.0,2.0,0,5,3,5,4,1,1,1,0
19,71,35,11,0.5,5,28.0,2.0,0,9,5,9,6,4,2,1,1
20,69,34,9,0.5,5,30.0,1.0,0,7,4,7,5,-2,-1,-1,0
21,67,33,7,0.25,5,31.0,1.0,0,5,3,5,4,-2,-1,-1,-1
22,66,32,6,1.0,6,32.0,1.0,0,4,2,4,3,-1,-1,-1,-2
23,74,37,2,0.25,6,33.0,1.0,0,12,7,0,1,8,5,1,-1
24,69,34,9,0.5,6,34.0,2.0,0,7,4,7,5,-5,-3,-1,-2
25,69,34,9,0.5,6,36.0,1.0,0,7,4,7,5,0,0,0,-2
26,71,35,11,0.25,6,37.0,1.0,0,9,5,9,6,2,1,1,-1
27,73,36,1,1.0,7,38.0,2.0,0,11,6,11,7,2,1,1,0
28,69,34,9,0.5,7,40.0,2.0,0,7,4,7,5,-4,-2,-1,-1
29,64,31,4,0.5,7,42.0,1.0,0,2,1,2,2,-5,-3,-1,-2
30,67,33,7,0.25,7,43.0,1.0,0,5,3,5,4,3,2,1,-1
31,66,32,6,1.0,8,44.0,4.0,0,4,2,4,3,-1,-1,-1,-2
32,64,31,4,0.5,8,48.0,1.0,0,2,1,2,2,-2,-1,-1,-3
33,66,32,6,0.25,8,49.0,1.0,0,4,2,4,3,2,1,1,-2
34,67,33,7,1.0,9,50.0,2.0,0,5,3,5,4,1,1,1,-1
35,71,35,11,0.5,9,52.0,2.0,0,9,5,9,6,4,2,1,0
36,69,34,9,0.5,9,54.0,1.0,0,7,4,7,5,-2,-1,-1,-1
37,67,33,7,0.25,9,55.0,1.0,0,5,3,5,4,-2,-1,-1,-2
38,66,32,6,1.0,10,56.0,1.0,0,4,2,4,3,-1,-1,-1,-3
39,74,37,2,0.25,10,57.0,1.0,0,12,7,0,1,8,5,1,-2
40,69,34,9,0.5,10,58.0,2.0,0,7,4,7,5,-5,-3,-1,-3
41,69,34,9,0.5,10,60.0,1.0,0,7,4,7,5,0,0,0,-3
42,71,35,11,0.25,10,61.0,1.0,0,9,5,9,6,2,1,1,-2
43,73,36,1,1.0,11,62.0,2.0,0,11,6,11,7,2,1,1,-1
44,71,35,11,0.5,11,64.0,2.0,0,9,5,9,6,-2,-1,-1,-2
45,67,33,7,0.5,11,66.0,1.0,0,5,3,5,4,-4,-2,-1,-3
46,64,31,4,0.25,11,67.0,1.0,0,2,1,2,2,-3,-2,-1,-4
47,62,30,2,1.0,12,68.0,2.0,0,0,0,0,1,-2,-1,-1,-5
48,62,30,2,0.0,12,70.0,2.0,0,0,0,0,1,0,0,0,-5
