,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.5,0,0.0,2.0,0,-5,-3,7,5,0,0,0,0
1,67,33,7,1.0,1,2.0,3.0,0,0,0,0,1,5,3,1,1
2,66,32,6,0.25,1,5.0,1.0,0,-1,-1,11,7,-1,-1,-1,0
3,67,33,7,0.5,1,6.0,1.0,0,0,0,0,1,1,1,1,1
4,66,32,6,0.25,1,7.0,1.0,0,-1,-1,11,7,-1,-1,-1,0
5,64,31,4,1.0,2,8.0,2.0,0,-3,-2,9,6,-2,-1,-1,-1
6,62,30,2,0.5,2,10.0,2.0,0,-5,-3,7,5,-2,-1,-1,-2
7,71,35,11,0.5,2,12.0,2.0,0,4,2,4,3,9,5,1,-1
8,69,34,9,1.0,3,14.0,3.0,0,2,1,2,2,-2,-1,-1,-2
9,67,33,7,0.25,3,17.0,1.0,0,0,0,0,1,-2,-1,-1,-3
10,66,32,6,0.5,3,18.0,1.0,0,-1,-1,11,7,-1,-1,-1,-4
11,64,31,4,0.25,3,19.0,1.0,0,-3,-2,9,6,-2,-1,-1,-5
12,62,30,2,1.0,4,20.0,4.0,0,-5,-3,7,5,-2,-1,-1,-6
13,62,30,2,0.5,4,24.0,1.0,0,-5,-3,7,5,0,0,0,-6
14,62,30,2,0.25,4,25.0,1.0,0,-5,-3,7,5,0,0,0,-6
15,67,33,7,1.0,5,26.0,2.0,0,0,0,0,1,5,3,1,-5
16,71,35,11,0.5,5,28.0,1.5,0,4,2,4,3,4,2,1,-4
17,71,35,11,0.125,5,29.5,0.5,0,4,2,4,3,0,0,0,-4
18,71,35,11,0.5,5,30.0,1.0,0,4,2,4,3,0,0,0,-4
19,71,35,11,0.25,5,31.0,1.0,0,4,2,4,3,0,0,0,-4
20,69,34,9,1.0,6,32.0,2.0,0,2,1,2,2,-2,-1,-1,-5
21,67,33,7,0.5,6,34.0,2.0,0,0,0,0,1,-2,-1,-1,-6
22,69,34,9,0.5,6,36.0,1.0,0,2,1,2,2,2,1,1,-5
23,69,34,9,0.25,6,37.0,1.0,0,2,1,2,2,0,0,0,-5
24,71,35,11,1.0,7,38.0,2.0,0,4,2,4,3,2,1,1,-4
25,74,37,2,0.5,7,40.0,2.0,0,7,4,7,5,3,2,1,-3
26,67,33,7,0.5,7,42.0,2.0,0,0,0,0,1,-7,-4,-1,-4
27,69,34,9,1.0,8,44.0,2.0,0,2,1,2,2,2,1,1,-3
28,72,36,0,0.5,8,46.0,2.0,0,5,3,5,4,3,2,1,-2
29,69,34,9,0.5,8,48.0,2.0,0,2,1,2,2,-3,-2,-1,-3
30,67,33,7,1.0,9,50.0,4.0,0,0,0,0,1,-2,-1,-1,-4
